,user_id,content_id,watch_duration_minutes,device_used,watch_time,rating_given,age,country,preferred_genre,content_type,genre,duration_minutes
2134,293,1891,,TV,2024-04-14 08:42:52.418944,3.0,69,India,Documentary,Movie,Romance,175
2135,245,1891,93.0,Mobile,2024-04-28 08:42:52.417652,3.0,28,USA,Sci-Fi,Movie,Romance,175
2136,293,1208,112.0,Tablet,2024-11-01 08:42:52.420693,4.0,69,India,Documentary,Movie,Documentary,98
2137,410,1208,10.0,Tablet,2025-04-09 08:42:52.386076,4.0,19,Canada,Drama,Movie,Documentary,98
2138,293,1487,75.0,Tablet,2024-09-03 08:42:52.420892,4.0,69,India,Documentary,Movie,Romance,148
2139,135,1487,92.0,TV,2024-08-02 08:42:52.419141,1.0,57,UK,Action,Movie,Romance,148
2140,258,1487,38.0,Tablet,2025-03-21 08:42:52.415289,5.0,26,UK,Comedy,Movie,Romance,148
2141,293,1293,5.0,TV,2024-07-29 08:42:52.422209,5.0,69,India,Documentary,Movie,Horror,84
2142,466,1293,17.0,TV,2024-05-25 08:42:52.384522,2.0,21,India,Horror,Movie,Horror,84
2143,377,1293,126.0,Mobile,2024-04-13 08:42:52.422445,4.0,47,India,Drama,Movie,Horror,84
2144,287,1778,53.0,Tablet,2024-04-10 08:42:52.382117,3.0,59,Australia,Romance,TV Show,Sci-Fi,145
2145,287,378,14.0,Tablet,2024-06-25 08:42:52.382683,5.0,59,Australia,Romance,Movie,Documentary,106
2146,496,378,77.0,TV,2025-02-24 08:42:52.418070,1.0,65,USA,Documentary,Movie,Documentary,106
2147,389,378,35.0,Laptop,2024-06-11 08:42:52.383956,2.0,52,India,Action,Movie,Documentary,106
2148,287,1897,166.0,Mobile,2025-02-22 08:42:52.384578,1.0,59,Australia,Romance,Movie,Sci-Fi,172
2149,104,1897,17.0,TV,2024-09-22 08:42:52.420794,2.0,24,USA,Horror,Movie,Sci-Fi,172
2150,497,1897,,Tablet,2024-10-20 08:42:52.384091,4.0,42,Germany,Drama,Movie,Sci-Fi,172
2151,87,1897,142.0,Mobile,2024-08-15 08:42:52.414881,2.0,40,UK,Sci-Fi,Movie,Sci-Fi,172
2152,287,444,68.0,Mobile,2024-12-13 08:42:52.385076,3.0,59,Australia,Romance,TV Show,Sci-Fi,45
2153,379,444,119.0,TV,2024-12-12 08:42:52.382427,4.0,63,Australia,Action,TV Show,Sci-Fi,45
2154,274,444,99.0,Mobile,2024-04-14 08:42:52.420126,2.0,50,Australia,Documentary,TV Show,Sci-Fi,45
2155,95,444,58.0,Tablet,2024-07-11 08:42:52.416330,1.0,43,USA,Action,TV Show,Sci-Fi,45
2156,287,569,173.0,Mobile,2024-05-09 08:42:52.387078,,59,Australia,Romance,TV Show,Horror,104
2157,433,569,100.0,Tablet,2024-04-22 08:42:52.384933,5.0,37,Australia,Horror,TV Show,Horror,104
2158,287,335,138.0,TV,2025-03-11 08:42:52.414426,5.0,59,Australia,Romance,TV Show,Action,116
2159,273,335,19.0,Tablet,2024-12-30 08:42:52.385139,1.0,58,Canada,Horror,TV Show,Action,116
2160,287,2395,150.0,Tablet,2025-03-13 08:42:52.419431,,59,Australia,Romance,TV Show,Horror,152
2161,217,2395,32.0,,2025-04-08 08:42:52.421065,,66,Germany,Sci-Fi,TV Show,Horror,152
2162,482,1883,33.0,Laptop,2024-06-09 08:42:52.381808,,34,Australia,Comedy,Movie,Documentary,61
2163,482,329,151.0,Tablet,2025-02-04 08:42:52.382698,5.0,34,Australia,Comedy,Movie,Horror,127
2164,431,329,26.0,Tablet,2024-06-11 08:42:52.384030,2.0,53,India,Action,Movie,Horror,127
2165,291,329,5.0,Mobile,2025-01-24 08:42:52.382976,1.0,43,USA,Horror,Movie,Horror,127
2166,268,329,37.0,Laptop,2024-08-17 08:42:52.422672,3.0,36,UK,Romance,Movie,Horror,127
2167,482,1061,89.0,Tablet,2024-06-07 08:42:52.384692,2.0,34,Australia,Comedy,Movie,Drama,168
2168,482,1321,70.0,TV,2024-11-22 08:42:52.386903,5.0,34,Australia,Comedy,TV Show,Horror,70
2169,308,1321,28.0,Mobile,2024-12-09 08:42:52.416630,5.0,20,Australia,Drama,TV Show,Horror,70
2170,482,2438,149.0,Mobile,2024-11-08 08:42:52.387436,1.0,34,Australia,Comedy,TV Show,Drama,144
2171,478,2438,93.0,Tablet,2024-08-30 08:42:52.417656,5.0,67,UK,Comedy,TV Show,Drama,144
2172,482,2234,120.0,Mobile,2024-07-11 08:42:52.390175,4.0,34,Australia,Comedy,Movie,Action,149
2173,84,2234,90.0,Mobile,2024-08-17 08:42:52.383194,3.0,32,India,Documentary,Movie,Action,149
2174,300,2234,140.0,Mobile,2024-04-19 08:42:52.417281,2.0,54,Australia,Documentary,Movie,Action,149
2175,269,2234,100.0,TV,2024-07-14 08:42:52.387737,4.0,37,UK,Romance,Movie,Action,149
2176,87,2234,50.0,Laptop,2025-01-06 08:42:52.419098,2.0,40,UK,Sci-Fi,Movie,Action,149
2177,482,156,164.0,TV,2025-03-20 08:42:52.416952,,34,Australia,Comedy,Movie,Sci-Fi,46
2178,465,156,108.0,TV,2024-06-08 08:42:52.382926,4.0,56,Australia,Documentary,Movie,Sci-Fi,46
2179,283,156,139.0,TV,2025-03-27 08:42:52.417487,5.0,67,Germany,Action,Movie,Sci-Fi,46
2180,482,103,8.0,TV,2025-02-20 08:42:52.419366,3.0,34,Australia,Comedy,Movie,Documentary,57
2181,169,185,168.0,TV,2024-08-17 08:42:52.381812,1.0,32,Germany,Documentary,Movie,Drama,41
2182,479,185,9.0,Mobile,2024-09-25 08:42:52.384915,1.0,59,Germany,Sci-Fi,Movie,Drama,41
2183,450,185,42.0,Laptop,2024-11-19 08:42:52.388340,3.0,42,USA,Horror,Movie,Drama,41
2184,57,185,156.0,Tablet,2024-05-25 08:42:52.418004,,45,Germany,Documentary,Movie,Drama,41
2185,462,185,146.0,Mobile,2024-07-26 08:42:52.420263,4.0,61,Germany,Comedy,Movie,Drama,41
2186,425,185,16.0,TV,2024-05-15 08:42:52.387671,3.0,52,Canada,Horror,Movie,Drama,41
2187,169,2313,141.0,Tablet,2024-08-11 08:42:52.382676,1.0,32,Germany,Documentary,Movie,Horror,113
2188,498,2313,104.0,Mobile,2024-11-02 08:42:52.386636,2.0,57,UK,Sci-Fi,Movie,Horror,113
2189,169,2926,174.0,Mobile,2024-10-31 08:42:52.382820,1.0,32,Germany,Documentary,TV Show,Sci-Fi,134
2190,74,2926,59.0,Tablet,2025-04-09 08:42:52.385898,3.0,46,Canada,Sci-Fi,TV Show,Sci-Fi,134
2191,228,2926,145.0,TV,2024-11-08 08:42:52.388737,,66,India,Documentary,TV Show,Sci-Fi,134
2192,169,576,84.0,Laptop,2024-12-27 08:42:52.389165,3.0,32,Germany,Documentary,Movie,Comedy,32
2193,169,150,18.0,Laptop,2024-06-03 08:42:52.420165,3.0,32,Germany,Documentary,TV Show,Romance,175
2194,275,150,157.0,Mobile,2024-06-06 08:42:52.416541,,57,USA,Comedy,TV Show,Romance,175
2195,349,901,73.0,TV,2024-11-06 08:42:52.381819,4.0,68,India,Drama,Movie,Action,121
2196,465,901,60.0,Mobile,2024-05-17 08:42:52.419614,2.0,56,Australia,Documentary,Movie,Action,121
2197,349,1097,118.0,Tablet,2024-10-06 08:42:52.383627,3.0,68,India,Drama,Movie,Documentary,68
2198,384,1097,119.0,Mobile,2025-03-15 08:42:52.389132,1.0,41,USA,Horror,Movie,Documentary,68
2199,349,2510,163.0,Mobile,2024-10-14 08:42:52.384901,4.0,68,India,Drama,TV Show,Romance,63
2200,349,2184,48.0,Tablet,2024-07-23 08:42:52.388138,4.0,68,India,Drama,TV Show,Documentary,160
2201,349,1330,75.0,TV,2024-12-04 08:42:52.389552,3.0,68,India,Drama,Movie,Drama,142
2202,349,891,115.0,TV,2024-09-18 08:42:52.390115,4.0,68,India,Drama,TV Show,Drama,149
2203,349,365,135.0,Laptop,2025-01-24 08:42:52.415550,5.0,68,India,Drama,Movie,Drama,113
2204,349,1994,173.0,TV,2024-10-19 08:42:52.418259,3.0,68,India,Drama,TV Show,Action,127
2205,312,1994,100.0,Mobile,2024-04-16 08:42:52.422651,3.0,41,Germany,Action,TV Show,Action,127
2206,349,1239,140.0,Mobile,2024-04-17 08:42:52.420873,3.0,68,India,Drama,Movie,Sci-Fi,124
2207,115,1239,25.0,Laptop,2025-01-07 08:42:52.416552,5.0,52,Canada,Action,Movie,Sci-Fi,124
2208,416,1239,115.0,Mobile,2025-02-11 08:42:52.414511,1.0,57,UK,Documentary,Movie,Sci-Fi,124
2209,349,2206,177.0,Mobile,2024-08-12 08:42:52.421014,4.0,68,India,Drama,TV Show,Action,78
2210,216,2206,119.0,Laptop,2024-07-10 08:42:52.415776,1.0,69,Canada,Sci-Fi,TV Show,Action,78
2211,442,221,57.0,TV,2025-02-03 08:42:52.381822,2.0,32,India,Comedy,TV Show,Drama,82
2212,10,221,82.0,Mobile,2024-08-07 08:42:52.383574,3.0,40,Australia,Comedy,TV Show,Drama,82
2213,4,221,25.0,Laptop,2024-10-27 08:42:52.383003,1.0,32,Germany,Romance,TV Show,Drama,82
2214,51,221,179.0,TV,2024-08-26 08:42:52.417381,2.0,31,UK,Sci-Fi,TV Show,Drama,82
2215,442,2162,116.0,Mobile,2024-10-05 08:42:52.383141,5.0,32,India,Comedy,TV Show,Romance,67
2216,411,2162,89.0,Mobile,2024-05-05 08:42:52.421275,5.0,44,Canada,Drama,TV Show,Romance,67
2217,442,1196,36.0,Laptop,2024-10-24 08:42:52.384478,3.0,32,India,Comedy,Movie,Drama,97
2218,401,1196,39.0,Mobile,2024-04-21 08:42:52.386138,1.0,20,Germany,Comedy,Movie,Drama,97
2219,19,1196,73.0,Mobile,2025-02-17 08:42:52.415179,5.0,19,Australia,Horror,Movie,Drama,97
2220,183,1196,90.0,Tablet,2024-07-30 08:42:52.384055,4.0,45,Canada,Sci-Fi,Movie,Drama,97
2221,442,2247,93.0,Laptop,2024-08-14 08:42:52.385281,4.0,32,India,Comedy,Movie,Comedy,36
2222,269,2247,142.0,Tablet,2024-11-19 08:42:52.388612,1.0,37,UK,Romance,Movie,Comedy,36
2223,442,21,121.0,Mobile,2025-02-09 08:42:52.385514,4.0,32,India,Comedy,Movie,Romance,156
2224,130,21,135.0,TV,2024-06-02 08:42:52.383685,2.0,40,Germany,Action,Movie,Romance,156
2225,355,21,137.0,Tablet,2024-04-26 08:42:52.422579,2.0,55,India,Sci-Fi,Movie,Romance,156
2226,308,21,179.0,Laptop,2024-09-25 08:42:52.415050,3.0,20,Australia,Drama,Movie,Romance,156
2227,309,21,151.0,Tablet,2025-03-31 08:42:52.418326,5.0,37,Canada,Romance,Movie,Romance,156
2228,442,474,16.0,Laptop,2024-04-11 08:42:52.420464,5.0,32,India,Comedy,Movie,Horror,41
2229,316,474,86.0,TV,2025-03-17 08:42:52.388746,4.0,25,Canada,Comedy,Movie,Horror,41
2230,14,1468,128.0,Tablet,2024-09-26 08:42:52.381826,,53,UK,Action,Movie,Drama,164
2231,138,1468,36.0,Mobile,2024-08-20 08:42:52.422006,1.0,52,Canada,Horror,Movie,Drama,164
2232,112,1468,115.0,TV,2025-02-04 08:42:52.422594,1.0,68,USA,Drama,Movie,Drama,164
2233,268,1468,66.0,TV,2024-04-22 08:42:52.387967,,36,UK,Romance,Movie,Drama,164
2234,14,2333,108.0,TV,2024-12-07 08:42:52.383932,2.0,53,UK,Action,TV Show,Documentary,107
2235,14,1311,71.0,Tablet,2024-10-14 08:42:52.418284,,53,UK,Action,TV Show,Horror,138
2236,469,1311,42.0,,2024-08-16 08:42:52.388452,3.0,49,India,Romance,TV Show,Horror,138
2237,14,2825,156.0,TV,2025-04-03 08:42:52.419953,3.0,53,UK,Action,Movie,Comedy,43
2238,440,2825,36.0,Laptop,2024-07-21 08:42:52.414812,,68,India,Comedy,Movie,Comedy,43
2239,14,69,154.0,Laptop,2024-06-14 08:42:52.420326,1.0,53,UK,Action,TV Show,Horror,81
2240,229,69,82.0,Laptop,2025-02-04 08:42:52.387723,,19,UK,Horror,TV Show,Horror,81
2241,14,1656,175.0,TV,2024-08-25 08:42:52.422834,5.0,53,UK,Action,TV Show,Documentary,131
2242,497,1656,103.0,Laptop,2025-02-10 08:42:52.388156,2.0,42,Germany,Drama,TV Show,Documentary,131
2243,164,1094,92.0,TV,2024-12-15 08:42:52.381830,3.0,47,USA,Romance,Movie,Sci-Fi,114
2244,164,2873,123.0,Laptop,2024-08-21 08:42:52.385409,3.0,47,USA,Romance,Movie,Romance,148
2245,11,2873,45.0,Laptop,2024-05-01 08:42:52.384209,4.0,28,USA,Documentary,Movie,Romance,148
2246,164,2229,146.0,Mobile,2024-11-05 08:42:52.386411,3.0,47,USA,Romance,Movie,Drama,47
2247,495,2229,127.0,Tablet,2024-08-11 08:42:52.382124,3.0,49,USA,Drama,Movie,Drama,47
2248,90,2229,76.0,Tablet,2025-02-25 08:42:52.382519,,33,India,Sci-Fi,Movie,Drama,47
2249,27,2229,146.0,Mobile,2024-11-15 08:42:52.418312,,29,USA,Drama,Movie,Drama,47
2250,171,2229,114.0,TV,2025-03-22 08:42:52.422063,3.0,46,Australia,Drama,Movie,Drama,47
2251,164,1597,177.0,Tablet,2024-05-20 08:42:52.389161,,47,USA,Romance,TV Show,Comedy,81
2252,217,1597,41.0,TV,2024-10-15 08:42:52.420656,2.0,66,Germany,Sci-Fi,TV Show,Comedy,81
2253,164,371,67.0,Tablet,2024-04-16 08:42:52.389862,2.0,47,USA,Romance,Movie,Action,86
2254,138,371,138.0,TV,2024-04-14 08:42:52.422051,4.0,52,Canada,Horror,Movie,Action,86
2255,139,371,178.0,Mobile,2024-08-01 08:42:52.382969,,18,India,Romance,Movie,Action,86
2256,164,162,170.0,Mobile,2024-07-09 08:42:52.417172,5.0,47,USA,Romance,Movie,Sci-Fi,51
2257,234,162,30.0,Mobile,2025-02-01 08:42:52.418302,,49,Australia,Documentary,Movie,Sci-Fi,51
2258,2,162,153.0,Laptop,2024-08-03 08:42:52.385292,4.0,69,Germany,Action,Movie,Sci-Fi,51
2259,164,2758,100.0,Mobile,2024-08-01 08:42:52.417776,4.0,47,USA,Romance,Movie,Documentary,63
2260,420,747,166.0,TV,2024-12-28 08:42:52.383799,2.0,65,Canada,Documentary,TV Show,Comedy,152
2261,282,747,500.0,Tablet,2024-06-14 08:42:52.386685,1.0,42,Germany,Sci-Fi,TV Show,Comedy,152
2262,420,1172,21.0,Tablet,2025-01-06 08:42:52.388079,5.0,65,Canada,Documentary,TV Show,Comedy,61
2263,26,1172,93.0,Tablet,2024-10-26 08:42:52.389627,5.0,50,UK,Romance,TV Show,Comedy,61
2264,425,1172,148.0,Laptop,2025-02-21 08:42:52.418126,4.0,52,Canada,Horror,TV Show,Comedy,61
2265,420,2072,47.0,TV,2025-02-14 08:42:52.388539,3.0,65,Canada,Documentary,Movie,Sci-Fi,96
2266,413,2072,102.0,Tablet,2025-01-08 08:42:52.421619,4.0,19,Canada,Action,Movie,Sci-Fi,96
2267,420,1997,130.0,Laptop,2025-02-02 08:42:52.415467,1.0,65,Canada,Documentary,Movie,Romance,102
2268,387,1997,55.0,Laptop,2024-12-18 08:42:52.387610,4.0,63,UK,Sci-Fi,Movie,Romance,102
2269,420,2573,40.0,Tablet,2025-03-17 08:42:52.419581,1.0,65,Canada,Documentary,Movie,Documentary,118
2270,301,2573,135.0,Tablet,2024-07-29 08:42:52.418583,1.0,49,USA,Romance,Movie,Documentary,118
2271,67,2573,17.0,Laptop,2024-10-26 08:42:52.386918,5.0,67,UK,Documentary,Movie,Documentary,118
2272,420,1775,99.0,Tablet,2024-05-01 08:42:52.419636,3.0,65,Canada,Documentary,Movie,Horror,94
2273,395,1775,167.0,Laptop,2024-06-24 08:42:52.389384,4.0,50,India,Documentary,Movie,Horror,94
2274,227,1775,31.0,Laptop,2024-11-03 08:42:52.388819,2.0,34,Australia,Romance,Movie,Horror,94
2275,420,2003,38.0,Tablet,2024-09-26 08:42:52.420020,4.0,65,Canada,Documentary,TV Show,Action,104
2276,245,2670,16.0,Tablet,2024-11-04 08:42:52.381838,3.0,28,USA,Sci-Fi,TV Show,Romance,37
2277,245,1991,7.0,TV,2024-06-01 08:42:52.382373,5.0,28,USA,Sci-Fi,Movie,Drama,153
2278,116,1991,8.0,Mobile,2025-02-03 08:42:52.388597,3.0,52,USA,Documentary,Movie,Drama,153
2279,384,1991,77.0,TV,2024-10-12 08:42:52.386317,2.0,41,USA,Horror,Movie,Drama,153
2280,121,1991,68.0,TV,2025-03-11 08:42:52.389021,,58,UK,Documentary,Movie,Drama,153
2281,245,1547,140.0,Tablet,2025-02-17 08:42:52.383149,,28,USA,Sci-Fi,Movie,Horror,132
2282,492,1547,25.0,TV,2025-01-27 08:42:52.418651,3.0,18,India,Drama,Movie,Horror,132
2283,245,1749,178.0,Tablet,2025-01-23 08:42:52.387940,4.0,28,USA,Sci-Fi,Movie,Drama,75
2284,245,1621,129.0,Tablet,2024-10-17 08:42:52.388996,2.0,28,USA,Sci-Fi,Movie,Action,98
2285,387,1621,178.0,Mobile,2024-12-05 08:42:52.386651,4.0,63,UK,Sci-Fi,Movie,Action,98
2286,143,1621,67.0,Mobile,2024-11-22 08:42:52.383197,2.0,31,UK,Sci-Fi,Movie,Action,98
2287,245,1111,75.0,Tablet,2025-03-09 08:42:52.415139,1.0,28,USA,Sci-Fi,Movie,Action,52
2288,130,1111,105.0,Mobile,2024-11-07 08:42:52.414434,5.0,40,Germany,Action,Movie,Action,52
2289,149,1111,77.0,Tablet,2024-08-26 08:42:52.384827,4.0,56,Germany,Romance,Movie,Action,52
2290,245,2372,165.0,Mobile,2024-11-23 08:42:52.416722,5.0,28,USA,Sci-Fi,TV Show,Horror,117
2291,226,2372,140.0,Tablet,2024-06-13 08:42:52.420755,1.0,66,Germany,Romance,TV Show,Horror,117
2292,245,1127,19.0,Tablet,2025-02-10 08:42:52.417839,5.0,28,USA,Sci-Fi,TV Show,Action,154
2293,73,1127,14.0,Laptop,2024-10-06 08:42:52.384238,,21,Germany,Romance,TV Show,Action,154
2294,4,1127,150.0,Laptop,2024-12-27 08:42:52.385363,5.0,32,Germany,Romance,TV Show,Action,154
2295,4,1127,8.0,Mobile,2024-09-19 08:42:52.418084,2.0,32,Germany,Romance,TV Show,Action,154
2296,16,1127,158.0,Tablet,2024-12-25 08:42:52.384496,1.0,41,USA,Drama,TV Show,Action,154
2297,469,1127,132.0,Laptop,2025-03-08 08:42:52.384684,2.0,49,India,Romance,TV Show,Action,154
2298,245,2363,140.0,Tablet,2024-04-19 08:42:52.421528,5.0,28,USA,Sci-Fi,TV Show,Action,41
2299,38,2363,129.0,Laptop,2024-11-16 08:42:52.389886,,68,India,Sci-Fi,TV Show,Action,41
2300,335,2475,56.0,Tablet,2025-03-26 08:42:52.381841,5.0,50,Australia,Sci-Fi,TV Show,Horror,126
2301,456,2475,115.0,Laptop,2024-09-17 08:42:52.419388,3.0,23,USA,Documentary,TV Show,Horror,126
2302,335,8,17.0,Laptop,2024-09-11 08:42:52.414903,2.0,50,Australia,Sci-Fi,Movie,Horror,118
2303,206,8,93.0,Mobile,2024-04-30 08:42:52.383349,1.0,50,Germany,Drama,Movie,Horror,118
2304,335,1988,147.0,Laptop,2024-09-05 08:42:52.417899,,50,Australia,Sci-Fi,TV Show,Documentary,51
2305,123,1988,176.0,Tablet,2024-07-22 08:42:52.386356,,24,Australia,Romance,TV Show,Documentary,51
2306,242,1988,116.0,TV,2024-12-15 08:42:52.387149,,23,UK,Romance,TV Show,Documentary,51
2307,46,1988,117.0,Tablet,2024-08-04 08:42:52.419110,3.0,26,India,Action,TV Show,Documentary,51
2308,240,1988,106.0,TV,2024-10-09 08:42:52.418253,2.0,43,Canada,Action,TV Show,Documentary,51
2309,212,1988,142.0,Laptop,2024-08-12 08:42:52.418459,2.0,49,UK,Romance,TV Show,Documentary,51
2310,335,1389,139.0,TV,2024-12-01 08:42:52.419339,5.0,50,Australia,Sci-Fi,Movie,Sci-Fi,48
2311,142,1389,150.0,TV,2024-10-04 08:42:52.417540,1.0,64,Canada,Romance,Movie,Sci-Fi,48
2312,335,1895,35.0,Laptop,2024-10-05 08:42:52.420455,2.0,50,Australia,Sci-Fi,TV Show,Drama,154
2313,8,2692,133.0,Tablet,2024-06-15 08:42:52.381845,4.0,56,Canada,Documentary,Movie,Drama,142
2314,458,2692,68.0,Mobile,2025-01-14 08:42:52.414518,1.0,60,UK,Horror,Movie,Drama,142
2315,135,2692,19.0,TV,2025-03-27 08:42:52.416362,3.0,57,UK,Action,Movie,Drama,142
2316,8,1887,27.0,TV,2024-09-30 08:42:52.382135,,56,Canada,Documentary,TV Show,Sci-Fi,74
2317,449,1887,122.0,Tablet,2024-07-23 08:42:52.385666,3.0,68,India,Action,TV Show,Sci-Fi,74
2318,8,316,85.0,Laptop,2025-01-16 08:42:52.382400,5.0,56,Canada,Documentary,Movie,Horror,80
2319,8,1741,110.0,Laptop,2024-10-03 08:42:52.383504,4.0,56,Canada,Documentary,TV Show,Comedy,101
2320,251,1741,14.0,Mobile,2024-06-20 08:42:52.415990,,51,Australia,Comedy,TV Show,Comedy,101
2321,8,370,12.0,Tablet,2025-01-31 08:42:52.385002,1.0,56,Canada,Documentary,TV Show,Action,138
2322,8,354,93.0,Mobile,2024-12-03 08:42:52.387542,3.0,56,Canada,Documentary,TV Show,Romance,116
2323,8,2897,66.0,Mobile,2024-11-07 08:42:52.390089,4.0,56,Canada,Documentary,TV Show,Comedy,60
2324,32,2897,89.0,TV,2024-06-22 08:42:52.385922,3.0,44,India,Sci-Fi,TV Show,Comedy,60
2325,8,712,125.0,Laptop,2024-08-04 08:42:52.415604,5.0,56,Canada,Documentary,Movie,Drama,53
2326,8,1924,172.0,TV,2024-04-12 08:42:52.416198,4.0,56,Canada,Documentary,Movie,Sci-Fi,127
2327,15,1924,140.0,Laptop,2024-11-23 08:42:52.383332,4.0,57,Germany,Comedy,Movie,Sci-Fi,127
2328,8,369,6.0,Tablet,2025-01-09 08:42:52.417314,,56,Canada,Documentary,Movie,Horror,166
2329,23,369,91.0,Mobile,2025-02-28 08:42:52.386559,4.0,55,India,Action,Movie,Horror,166
2330,3,369,117.0,TV,2024-05-19 08:42:52.422321,5.0,46,Australia,Drama,Movie,Horror,166
2331,8,1710,49.0,Mobile,2024-10-31 08:42:52.417425,,56,Canada,Documentary,TV Show,Romance,144
2332,205,1710,95.0,Laptop,2024-06-16 08:42:52.389129,2.0,54,Germany,Documentary,TV Show,Romance,144
2333,148,1710,40.0,Tablet,2024-10-08 08:42:52.418682,1.0,31,UK,Romance,TV Show,Romance,144
2334,8,269,76.0,Laptop,2024-09-18 08:42:52.417618,,56,Canada,Documentary,Movie,Sci-Fi,118
2335,481,269,165.0,Tablet,2024-05-07 08:42:52.419318,5.0,36,India,Drama,Movie,Sci-Fi,118
2336,8,2220,5.0,Laptop,2024-05-08 08:42:52.418073,4.0,56,Canada,Documentary,Movie,Comedy,52
2337,447,2220,107.0,TV,2025-03-28 08:42:52.414598,3.0,40,Canada,Action,Movie,Comedy,52
2338,8,72,99.0,Mobile,2024-07-20 08:42:52.419531,2.0,56,Canada,Documentary,Movie,Documentary,36
2339,404,72,68.0,TV,2024-11-10 08:42:52.385756,4.0,41,Germany,Documentary,Movie,Documentary,36
2340,313,72,28.0,Laptop,2024-12-21 08:42:52.386202,2.0,69,USA,Documentary,Movie,Documentary,36
2341,26,72,41.0,Mobile,2024-09-08 08:42:52.417356,1.0,50,UK,Romance,Movie,Documentary,36
2342,329,72,116.0,TV,2024-05-11 08:42:52.387099,2.0,35,Germany,Action,Movie,Documentary,36
2343,8,2841,21.0,Laptop,2024-08-14 08:42:52.420791,1.0,56,Canada,Documentary,Movie,Comedy,115
2344,182,2841,144.0,TV,2024-12-07 08:42:52.422658,3.0,23,Australia,Sci-Fi,Movie,Comedy,115
2345,347,2841,117.0,Mobile,2024-08-29 08:42:52.388810,3.0,65,UK,Drama,Movie,Comedy,115
2346,154,2160,77.0,Laptop,2024-07-28 08:42:52.382469,4.0,43,India,Sci-Fi,TV Show,Horror,49
2347,313,2160,59.0,Tablet,2024-07-29 08:42:52.416195,1.0,69,USA,Documentary,TV Show,Horror,49
2348,154,2489,42.0,Mobile,2024-05-18 08:42:52.386098,,43,India,Sci-Fi,Movie,Action,71
2349,479,2489,133.0,Laptop,2025-03-22 08:42:52.422858,,59,Germany,Sci-Fi,Movie,Action,71
2350,373,2489,5.0,Laptop,2024-06-12 08:42:52.387973,,66,UK,Romance,Movie,Action,71
2351,154,169,116.0,TV,2024-08-28 08:42:52.387316,2.0,43,India,Sci-Fi,Movie,Drama,30
2352,468,169,112.0,Laptop,2024-06-07 08:42:52.389721,3.0,62,Australia,Romance,Movie,Drama,30
2353,252,169,108.0,Tablet,2024-12-07 08:42:52.416594,3.0,23,Canada,Sci-Fi,Movie,Drama,30
2354,154,739,60.0,Mobile,2025-01-22 08:42:52.388082,4.0,43,India,Sci-Fi,Movie,Comedy,154
2355,154,1492,77.0,Tablet,2025-03-31 08:42:52.389876,4.0,43,India,Sci-Fi,Movie,Horror,44
2356,159,1492,72.0,TV,2024-11-09 08:42:52.422812,3.0,56,Germany,Drama,Movie,Horror,44
2357,329,1492,37.0,Laptop,2024-07-14 08:42:52.383079,3.0,35,Germany,Action,Movie,Horror,44
2358,21,1492,121.0,Mobile,2024-10-08 08:42:52.414602,2.0,61,Germany,Comedy,Movie,Horror,44
2359,154,153,101.0,Laptop,2024-06-07 08:42:52.389993,5.0,43,India,Sci-Fi,TV Show,Comedy,76
2360,166,153,162.0,Laptop,2024-08-19 08:42:52.421997,3.0,40,India,Drama,TV Show,Comedy,76
2361,154,211,81.0,Laptop,2025-02-09 08:42:52.414371,1.0,43,India,Sci-Fi,TV Show,Horror,54
2362,154,2819,144.0,TV,2025-02-04 08:42:52.416173,2.0,43,India,Sci-Fi,Movie,Drama,162
2363,154,381,164.0,TV,2024-10-09 08:42:52.416573,3.0,43,India,Sci-Fi,TV Show,Action,130
2364,347,381,57.0,Tablet,2025-01-06 08:42:52.417783,3.0,65,UK,Drama,TV Show,Action,130
2365,154,703,72.0,Laptop,2024-04-28 08:42:52.422066,4.0,43,India,Sci-Fi,TV Show,Comedy,107
2366,356,703,160.0,Laptop,2025-02-27 08:42:52.382199,4.0,62,UK,Horror,TV Show,Comedy,107
2367,366,703,94.0,TV,2024-08-07 08:42:52.382480,4.0,64,Germany,Action,TV Show,Comedy,107
2368,316,703,174.0,TV,2024-11-12 08:42:52.386720,3.0,25,Canada,Comedy,TV Show,Comedy,107
2369,154,1837,56.0,Laptop,2025-02-06 08:42:52.422371,,43,India,Sci-Fi,Movie,Comedy,138
2370,149,1837,117.0,Laptop,2025-01-03 08:42:52.418969,2.0,56,Germany,Romance,Movie,Comedy,138
2371,36,2013,149.0,Laptop,2024-04-11 08:42:52.381852,4.0,32,India,Sci-Fi,Movie,Drama,140
2372,196,504,21.0,Mobile,2024-08-19 08:42:52.381877,1.0,69,Germany,Action,TV Show,Horror,155
2373,223,504,158.0,Laptop,2024-10-30 08:42:52.387336,5.0,20,USA,Horror,TV Show,Horror,155
2374,481,504,168.0,TV,2024-11-10 08:42:52.387350,2.0,36,India,Drama,TV Show,Horror,155
2375,196,2802,8.0,TV,2024-07-27 08:42:52.382515,2.0,69,Germany,Action,Movie,Documentary,47
2376,241,2802,100.0,TV,2025-01-02 08:42:52.389448,1.0,49,Canada,Action,Movie,Documentary,47
2377,196,3,25.0,Laptop,2024-09-13 08:42:52.383788,3.0,69,Germany,Action,TV Show,Romance,58
2378,196,1612,19.0,Tablet,2024-06-26 08:42:52.384905,1.0,69,Germany,Action,Movie,Drama,116
